"1001","1001","1000","default","2024-07-06 19:08:17","2024-07-06 19:08:28","2024-07-06 19:08:29","12","1","NORMAL_CLEARING","95260831-8f70-4b85-b940-9a8e0268b937","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 19:17:13","2024-07-06 19:17:24","2024-07-06 19:17:56","43","32","NORMAL_UNSPECIFIED","161461cd-f14b-4d29-aa67-96c6b7e3da01","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:00:49","2024-07-06 23:00:59","2024-07-06 23:01:31","42","32","NORMAL_UNSPECIFIED","b3162c33-7940-4f4d-bf1f-a67e8af4ddc0","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:20:35","2024-07-06 23:20:45","2024-07-06 23:21:17","42","32","NORMAL_UNSPECIFIED","e6d8ca86-bca8-4c76-82c6-e53f20477015","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:21:48","2024-07-06 23:21:59","2024-07-06 23:22:31","43","32","NORMAL_UNSPECIFIED","4d655232-dbd2-4e73-90ed-86bf86a08b71","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:23:42","2024-07-06 23:23:52","2024-07-06 23:24:24","42","32","NORMAL_UNSPECIFIED","45bd4bbe-99be-4c5c-b66b-78c3ad949171","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:39:53","2024-07-06 23:40:03","2024-07-06 23:40:35","42","32","NORMAL_UNSPECIFIED","6b64ff7d-96be-4bbc-88db-7127ac3a278d","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:40:58","2024-07-06 23:41:09","2024-07-06 23:41:41","43","32","NORMAL_UNSPECIFIED","7d819431-03d8-4cbf-b3e5-0192b28dbf78","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:48:03","2024-07-06 23:48:14","2024-07-06 23:48:46","43","32","NORMAL_UNSPECIFIED","2c9294a5-9d73-4681-8f7c-f13fa50dacba","","1001","opus","opus"
"1001","1001","3001","default","2024-07-06 23:51:24","2024-07-06 23:51:34","2024-07-06 23:52:06","42","32","NORMAL_UNSPECIFIED","9401e370-8bcd-4d34-a7d8-b80af66b51f3","","1001","opus","opus"
"1001","1001","3001","default","2024-07-07 00:01:55","2024-07-07 00:02:05","2024-07-07 00:02:37","42","32","NORMAL_UNSPECIFIED","64653ec5-82e8-4c21-be41-9767818d82b3","","1001","opus","opus"
"1001","1001","1000","default","2024-07-07 00:23:37","2024-07-07 00:23:47","2024-07-07 00:23:48","11","1","NORMAL_CLEARING","671e1200-2624-4a97-96d7-f95b0755f5a9","","1001","opus","opus"
"1001","1001","3001","default","2024-07-07 00:25:51","2024-07-07 00:26:02","2024-07-07 00:26:34","43","32","NORMAL_UNSPECIFIED","62c54f5a-deac-420b-b702-5c3e84df0b4b","","1001","opus","opus"
"1001","1001","3001","default","2024-07-07 01:36:22","2024-07-07 01:36:32","2024-07-07 01:37:04","42","32","NORMAL_UNSPECIFIED","7827f352-ad42-4ebd-936a-73b38325063d","","1001","opus","opus"
"1001","1001","3001","default","2024-07-07 01:38:23","2024-07-07 01:38:34","2024-07-07 01:39:06","43","32","NORMAL_UNSPECIFIED","dff333df-083d-454d-9e77-beefae373016","","1001","opus","opus"
"1001","1001","3001","default","2024-07-07 01:57:28","2024-07-07 01:57:38","2024-07-07 01:58:54","86","76","NORMAL_CLEARING","6df7acb5-1c41-4072-88d8-227ec84b67a9","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 03:35:14","2024-07-09 03:35:24","2024-07-09 03:37:19","125","115","NORMAL_CLEARING","962c7c1a-4d74-4ae5-833d-970996a7d1d1","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 03:48:24","2024-07-09 03:48:35","2024-07-09 03:49:13","49","38","NORMAL_CLEARING","01e61a2b-018b-4a14-9f43-f4e7aca76ef2","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 03:52:26","2024-07-09 03:52:37","2024-07-09 03:59:41","435","424","NORMAL_CLEARING","c35f453b-7ff1-4bf0-a2f5-357269e8e93a","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 03:59:47","2024-07-09 03:59:57","2024-07-09 04:01:44","117","107","NORMAL_CLEARING","9bd98a31-7a2d-4fcc-9832-6a6e36b0326f","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 04:03:07","2024-07-09 04:03:17","2024-07-09 04:08:56","349","339","NORMAL_CLEARING","0d0219fc-dbf6-45a0-a6ac-13cc327cb6c1","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 16:59:47","2024-07-09 16:59:57","2024-07-09 17:05:13","326","316","NORMAL_CLEARING","8be91052-9d35-484d-bf94-9d9ff11fc6f6","","1001","opus","opus"
"1001","1001","3001","default","2024-07-09 19:55:08","2024-07-09 19:55:18","2024-07-09 19:58:22","194","184","NORMAL_CLEARING","2c0514ca-1fa6-4018-a429-7a3799e35901","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 20:16:27","2024-07-10 20:16:37","2024-07-10 20:19:48","201","191","NORMAL_CLEARING","34c37d82-1bb0-4007-8d45-870bc814e31e","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 20:32:31","2024-07-10 20:32:42","2024-07-10 20:35:01","150","139","NORMAL_CLEARING","82e3b0bd-22e7-482f-9728-7409f4985e5a","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 21:55:12","2024-07-10 21:55:22","2024-07-10 21:56:00","48","38","NORMAL_CLEARING","8c6fcc3b-75f7-488c-baa2-8090ab896b16","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 22:11:15","2024-07-10 22:11:26","2024-07-10 22:12:06","51","40","NORMAL_CLEARING","c731b58a-021d-4262-bcd7-73c7872f58f6","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 22:27:26","2024-07-10 22:27:36","2024-07-10 22:30:43","197","187","NORMAL_CLEARING","d65c1569-6cb3-410b-b920-32cb707cf9f1","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 22:33:57","2024-07-10 22:34:08","2024-07-10 22:35:39","102","91","NORMAL_CLEARING","3f3095aa-1390-476f-b489-8e845d1e45c5","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 22:35:53","2024-07-10 22:36:03","2024-07-10 22:39:08","195","185","NORMAL_CLEARING","5d878b88-62ab-4714-9085-198da2468541","","1001","opus","opus"
"1001","1001","3001","default","2024-07-10 23:29:54","2024-07-10 23:30:04","2024-07-10 23:33:09","195","185","NORMAL_CLEARING","c6355db4-a58e-4acc-9f8a-5e0acac93d9a","","1001","PCMA","PCMA"
"1001","1001","3001","default","2024-07-10 23:43:09","2024-07-10 23:43:19","2024-07-10 23:52:46","577","567","NORMAL_CLEARING","29f4517f-9de7-415d-9676-d369ee88e541","","1001","PCMA","PCMA"
"1001","1001","3001","default","2024-07-11 01:45:09","2024-07-11 01:45:19","2024-07-11 01:49:07","238","228","NORMAL_CLEARING","636ce3f1-d015-48fe-8c27-c893097ad36f","","1001","opus","opus"
"1001","1001","3001","default","2024-07-11 01:51:03","2024-07-11 01:51:13","2024-07-11 01:55:02","239","229","NORMAL_CLEARING","765d1d97-d48f-44f4-8485-b825687cf46a","","1001","opus","opus"
