"1000","1000","7003","default","2024-07-06 19:00:10","","2024-07-06 19:00:21","11","0","NORMAL_CLEARING","72a593ee-d0d7-412c-8759-0ec09d63d597","","1000","",""
"1000","1000","1001","default","2024-07-06 19:08:49","2024-07-06 19:08:59","2024-07-06 19:09:00","11","1","NORMAL_CLEARING","aa79ec99-3210-4a2b-bda7-e2c14e904f2e","","1000","opus","opus"
"1000","1000","1001","default","2024-07-06 19:09:08","","2024-07-06 19:09:15","7","0","ORIGINATOR_CANCEL","4d1bf38a-50f5-4ec9-96c0-0203cc60d754","","1000","",""
"1000","1000","3001","default","2024-07-06 19:16:55","2024-07-06 19:17:05","2024-07-06 19:17:37","42","32","NORMAL_UNSPECIFIED","86e5f50b-a597-4296-834b-6e917b7bb926","","1000","opus","opus"
"1000","1000","3001","default","2024-07-06 23:00:26","2024-07-06 23:00:37","2024-07-06 23:01:09","43","32","NORMAL_UNSPECIFIED","1fc92e2b-5bd4-415f-b3c1-75e8334b6235","","1000","opus","opus"
"1000","1000","3001","default","2024-07-06 23:01:22","2024-07-06 23:01:33","2024-07-06 23:02:05","43","32","NORMAL_UNSPECIFIED","3f60c218-5f0b-497e-ab4c-48bb22eb1cdb","","1000","opus","opus"
"1000","1000","3001","default","2024-07-06 23:20:38","2024-07-06 23:20:48","2024-07-06 23:21:20","42","32","NORMAL_UNSPECIFIED","87cb319a-53e7-4319-bf22-52c1dd15324b","","1000","opus","opus"
"1000","1000","3001","default","2024-07-07 00:01:17","2024-07-07 00:01:27","2024-07-07 00:01:59","42","32","NORMAL_UNSPECIFIED","417c7ed4-c67c-46ef-9011-079807bf30df","","1000","opus","opus"
"1000","1000","1000","default","2024-07-07 00:24:06","2024-07-07 00:24:16","2024-07-07 00:24:17","11","1","NORMAL_CLEARING","1b3a1137-bec6-417a-8c25-24221173af0a","","1000","opus","opus"
"1000","1000","3001","default","2024-07-07 00:31:41","2024-07-07 00:31:51","2024-07-07 00:32:23","42","32","NORMAL_UNSPECIFIED","93766189-aaaf-44ee-914c-66ecb1b806ef","","1000","opus","opus"
"1000","1000","3001","default","2024-07-07 01:38:09","2024-07-07 01:38:19","2024-07-07 01:38:51","42","32","NORMAL_UNSPECIFIED","2daf4ef9-6c59-483b-9912-2b300b7cc8c0","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 03:35:28","2024-07-09 03:35:38","2024-07-09 03:37:22","114","104","NORMAL_CLEARING","ce400b7f-6617-4e8e-8b1a-782cb508eb22","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 03:47:56","2024-07-09 03:48:06","2024-07-09 03:49:16","80","70","NORMAL_CLEARING","c75af018-4205-4d89-b7d3-4426ad9c8308","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 03:52:31","2024-07-09 03:52:41","2024-07-09 03:56:27","236","226","NORMAL_CLEARING","fdc0afac-1498-4102-a40b-0bf321d199c5","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 03:59:52","2024-07-09 04:00:02","2024-07-09 04:01:42","110","100","NORMAL_CLEARING","10ba6322-dbda-4bd6-b857-82ced78dda4d","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 04:03:02","2024-07-09 04:03:12","2024-07-09 04:08:54","352","342","NORMAL_CLEARING","47d6d480-5be9-4bac-9ef9-f167cda54e62","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 04:17:45","2024-07-09 04:17:56","2024-07-09 04:19:44","119","108","NORMAL_CLEARING","db9a8910-e17c-4c5f-9b51-9cfc8e7b31ff","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 04:31:55","2024-07-09 04:32:05","2024-07-09 04:33:27","92","82","NORMAL_CLEARING","23b1ae3e-42df-4a4d-ae37-718d57f60be3","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 04:37:33","2024-07-09 04:37:44","2024-07-09 04:40:06","153","142","NORMAL_CLEARING","0f586b9d-a43b-4033-8ff3-256e3b94a49d","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 17:00:24","2024-07-09 17:00:34","2024-07-09 17:05:16","292","282","NORMAL_CLEARING","db780d80-252f-417b-bfed-c9c5b3b5073c","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 17:56:25","2024-07-09 17:56:35","2024-07-09 18:00:11","226","216","NORMAL_CLEARING","5967079e-c341-45f6-8309-18f1d859f081","","1000","opus","opus"
"1000","1000","3001","default","2024-07-09 18:06:11","2024-07-09 18:06:22","2024-07-09 18:18:46","755","744","NORMAL_CLEARING","ac70bc6b-c6d1-4318-94bb-be21fceb384a","","1000","opus","opus"
