"1009","1009","3001","default","2024-07-10 23:22:50","2024-07-10 23:23:00","2024-07-10 23:23:07","17","7","NORMAL_CLEARING","0e07f2a0-d235-4c35-8195-6d5b519a5b22","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-10 23:27:59","2024-07-10 23:28:10","2024-07-10 23:28:57","58","47","NORMAL_CLEARING","a6b52f64-21d7-460d-8d4d-1401802d8f55","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-10 23:29:19","2024-07-10 23:29:29","2024-07-10 23:33:14","235","225","NORMAL_CLEARING","930a414e-2dbd-46d3-92bf-4a93211b0fd7","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 01:39:40","2024-07-11 01:39:51","2024-07-11 01:40:38","58","47","NORMAL_CLEARING","2461f8ee-deae-4552-aea8-2eb089e55c6a","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 01:45:25","2024-07-11 01:45:36","2024-07-11 01:49:13","228","217","NORMAL_CLEARING","efd913dd-ca06-4d4e-bf28-dc55234f67af","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 01:51:17","2024-07-11 01:51:27","2024-07-11 01:55:14","237","227","NORMAL_CLEARING","f77043b6-6f56-433f-9fe9-3defeffeef73","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 01:58:10","2024-07-11 01:58:20","2024-07-11 02:01:58","228","218","NORMAL_CLEARING","da2de1f8-5cd4-4e20-955c-6144fd924c3f","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 02:04:01","2024-07-11 02:04:12","2024-07-11 02:07:44","223","212","NORMAL_CLEARING","9f4e210e-5bee-4bbe-a74f-cf3ab3302c87","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 02:09:33","2024-07-11 02:09:43","2024-07-11 02:13:27","234","224","NORMAL_CLEARING","9075c209-a03c-42ee-bec0-ffbb97883c64","","1009","PCMA","PCMA"
"1009","1009","3001","default","2024-07-11 02:15:40","2024-07-11 02:15:51","2024-07-11 02:20:00","260","249","NORMAL_CLEARING","acfc42e3-ac90-4b71-8925-788456ea5273","","1009","PCMA","PCMA"
